gene_symbol,gene_length_bp
VAT1L,4103
MAF,6999
LOC100419639,554
CTRB1,2196
DPPA3P11,485
FOXC2,2900
SYCE1L,1233
MON1B,6935
ZFP90,7015
FLJ30679,1980
ZCCHC14,8369
JPH3,6320
HSPE1P7,321
RPL7AP63,796
LOC101928392,2126
HCCAT5,2705
LINC02135,2065
RPSAP56,1143
DUXAP11,526
CX3CL1,5960
ZFHX3,22347
VN2R10P,853
TMPOP2,1201
ADAMTS18,6598
FOXF1,3520
NPIPA5,1516
GNPATP,1980
LOC124900383,127
RNU6-1340P,107
MIR548W,74
RNA5SP405,114
RNA5-8SP2,152
RNU4-58P,141
RNU6-21P,107
RN7SKP76,323
RNA5SP430,110
RNU6-758P,89
RN7SKP233,110
SNORD33,85
MIR4719,84
CLDN9,1583
RNU1-125P,129
RNU1-22P,158
ZSCAN10,3297
OR1F2P,933
RPL7L1P19,734
OR2C1,1418
MTCO1P28,1528
MTND1P8,950
ZNF597,5483
MIR6126,89
C16orf90,972
RPL18P12,568
CORO7-PAM16,3815
SNORA30,129
TMEM265,1649
MIR4519,58
MIR762,83
CTF2P,604
ORAI3,2641
KAT8,5726
NDUFA3P6,250
PYCARD,1660
ZP2,3453
ANKS4B,4323
ENPP7P14,1040
LINC02164,672
LOC124903639,358
RPS3AP48,781
SNRPCP20,210
NPM1P3,892
LINC01570,3809
MIR8065,100
RNU7-99P,62
RNU6-457P,107
RNU6-328P,106
LOC124900381,111
MT4,270
MT1E,1052
MT1CP,174
MT1B,393
RNU6-1005P,107
RNU6-196P,107
TPRKBP2,475
LOC124900376,126
RNY1P10,113
SBK1,5243
MIR6862-1,70
CDC37P2,1029
CLN3,9813
IL27,1270
CDC37P1,959
MIR6862-2,70
PAWRP2,637
MIR4721,89
CD19,2681
NFATC2IP-AS1,3275
MIR4517,79
SPNS1,3792
SLX1B-SULT1A4,4054
MIR3680-2,87
SMG1P2,4221
SLC7A5P1,538
GDPD3,1572
SLX1A-SULT1A3,4611
GPR139,4931
ZNF469,13774
OTOA,7541
HNRNPCP4,900
RMI2,3611
TNP2,1786
PRM3,431
LOC124900380,124
PRM2,724
PRM1,399
MIR548H2,88
C16orf46-DT,1088
RNU6-1191P,107
MIR4720,76
PPIAP51,497
MIR7854,65
MIR6504,61
MIR1972-2,77
RPS10P24,496
EXOSC6,5163
RN7SL279P,284
RPS27P26,239
RNU6-23P,107
SNORD111B,80
SNORD111,94
LOC124900382,135
GABARAPL2,3010
DUXB,1117
RN7SL520P,286
ATP5PBP7,760
CPHXL,1359
RNA5SP403,108
RNA5SP404,132
IMPDH1P11,1504
RN7SL493P,299
RNU6-633P,103
MIR3935,104
HBZ,1160
HBM,912
HBZP1,429
HBAP1,372
HBQ1,528
RNU6-359P,108
DDX28,2317
NFATC3,8806
LOC124900379,135
RPS12P27,337
MIR6773,74
RNU6-1262P,96
RNU4-30P,143
RPL35AP33,334
RNU4-36P,144
RNA5SP432,116
ITGAD,4388
VN1R64P,933
VN1R65P,808
KRBOX5P1,1939
VN1R66P,916
ALDOA,3829
LINC00254,713
HS3ST6,1236
VAC14-AS1,9145
RNU6ATAC25P,117
TEKT5,1760
MTCYBP33,1130
MTND6P33,183
MTND5P33,1450
MTND4P34,1371
MTND4LP24,291
MTND3P13,343
MTCO3P24,782
MTATP6P24,677
DEXI,6692
RN7SKP23,4301
CCNYL7,726
EARS2,6990
SUB1P4,339
MIR3177,82
RPS16P7,420
MIR6767,66
MIR6768,72
NTN3,2188
CEMP1,1383
MIR3178,84
MIR6506,66
MIR484,79
MIR662,95
SNORD68,84
CTF1,1644
PDZD9,1337
NKD1,17359
MIR3181,73
RNA5SP426,121
HMGB3P32,561
MTCH2P3,811
MIR6772,64
RNU6-20P,107
RNU6-1153P,105
GAS8-AS1,994
CICP25,1804
LOC100130602,934
ACTG1P16,1082
RNY4P3,95
RPL10P14,298
LOC124900375,90
MIR138-2,84
MIR6863,90
RPS24P17,423
HERPUD1-IT1,601
CFAP69P1,1030
CPNE2-DT,472
ARL2BP,1994
RPL23AP91,455
PHAF1,5987
MIR328,75
TMEM208,1787
KCTD19,7380
RN7SKP118,330
LRRC36,4018
RNU1-123P,160
RPL17P40,413
MIR3179-2,84
MIR3670-2,65
MIR3180-2,88
MIR6511A2,67
MIR6770-2,60
MIR6511A3,67
COG8,7851
PDF,2859
LOC100420066,722
MIR1538,61
LINC00304,3961
LNCPTCTS,476
RPS20P2,389
RNU6-213P,104
RPL15P20,598
SNORA80C,135
SEPHS2,2244
RNU7-61P,61
MIR4518,83
ZNF768,2369
RPL7L1P16,723
FBRS,7214
RNU6-416P,103
RNU6-1043P,99
RN7SL645P,269
PRSS54,2112
DCTPP1,1564
PLA2G10FP,258
LOC100133127,631
C16orf78,1087
LINC02179,3673
ZNF423,8974
ADAM3B,840
MRPS21P7,238
MRPS21P8,235
RPL34P29,325
ADCY7,8595
MIR6771,60
TENT4B,8592
LOC107984807,354
CKLF,1161
CKLF-CMTM1,1413
CMTM2,1151
CMTM4,8153
BEAN1-AS1,1728
TK2,10339
SNORA3C,125
EIF1P4,335
FBXL19,4865
CMTM1,1465
LOC124903808,132
LOC124903809,118
CDH3-AS1,1682
HSPE1P5,272
RNA5SP429,109
FTLP14,484
SALL4P3,2744
SNRPEP3,276
PDILT,2271
FIMP1,1253
RNU6-269P,97
RNU6-1110P,101
RNU6-103P,107
SNORA46,135
SNORA50A,136
RNU6-1155P,107
RN7SL143P,297
GEMIN8P2,700
RPL12P36,478
TUBB3,7421
CNGB1,7310
RPL7P46,740
LINC01290,502
C16orf82,2240
ITPRIPL2,7698
PRDM7,4275
ACSM5P1,2438
LOC100887080,1329
RNU6-944P,107
RN7SL743P,298
RNU7-63P,62
RNU6-430P,107
CMPK1P2,568
RNU6-1061P,99
MARVELD3,6347
RNU6-208P,107
SNORA70D,135
SNORD71,86
PHB1P21,823
MTCH2P4,892
LOC124903784,103
RNA5SP427,119
PPIAP50,494
CLEC3A,3002
KRT8P22,1415
WWOX-AS1,1564
LSM3P5,306
WWOX-AS2,719
RPS3P7,726
RNA5SP431,120
ERCC4,15850
RPS26P52,348
LINC02186,885
TVP23CP2,623
MIR1273H,116
LOC124900377,133
RNU7-24P,62
RPL21P119,480
RPL39P31,155
CIAO2B,1060
RN7SL543P,299
LOC112694756,3318
SPMIP8,3103
EME2,7306
SPATA33,5808
KCNG4,6825
PKD1L3,5623
RBM22P13,1244
IGHV1OR16-1,392
IGHV1OR16-3,205
IGHV3OR16-9,294
ABHD17AP8,574
CHD9,16546
CHST5,3554
SLC22A31,2706
NPIPB8,2400
RN7SKP127,354
PAGR1,3874
MAPK8IP3,11666
COX6CP16,216
LINC00311,1566
MIR5093,100
LINC02890,375
LMF1-AS1,1448
ABCC11,8469
MTSS2,4979
SOD1P2,451
SEPTIN1,4215
PPIAP49,499
RPL21P118,473
PCHILR,513
LOC107984827,3244
RNU6-237P,71
RPS10P23,496
NPIPB15,2778
ABCC12,9897
RNU7-42P,64
RNU6-898P,104
CHTF8,3382
RNU6-22P,107
DERPC,2866
SNORA10,133
SNORA64,134
SNORA78,127
RNF151,978
RN7SL219P,296
MIR1225,90
UQCC4,1005
PERCC1,1926
CCDC154,2699
LINC01567,2907
MPG,1497
TMEM114,1918
CDH13,11025
MIR8058,89
LOC101928446,4037
RN7SL134P,303
MIR3182,63
LARP7P2,125
C16orf86,1790
NPIPB6,2173
THAP11,1876
NRN1L,968
PSKH1,3993
CTRL,2666
LCAT,2625
KARS1P3,1504
DPEP2NB,1185
PLA2G10EP,258
MIR3179-1,84
ZFPM1,6162
MIR5189,114
ZFPM1-AS1,733
IL17C,1393
SNAI3,1740
MIR4722,60
HSALR1,4797
PIEZO1-AS1,2238
RN7SL274P,272
RNU7-125P,62
PLA2G10,752
NPIPA3,2065
APOLTP,12191
CARMIL2,7684
CBFA2T3,5975
LOC101927793,3057
IL21R-AS1,2615
RNU6-159P,106
RNU6-1241P,107
GFER,2701
RNA5SP424,115
RNA5SP425,112
LOC100420642,1174
EIF4BP5,1795
NDUFA5P11,343
MIR1910,80
RNU1-103P,125
LOC100422319,315
RPL10AP12,664
MIR6774,70
NPIPB3,3972
MIR3680-1,87
SLC7A5P2,536
LOC124900577,238
BCLAF1P2,2609
MIR193B,83
MIR365A,87
LINC03107,1777
RN7SKP176,318
MTCYBP28,1132
RN7SKP190,286
ACTR3BP3,979
PABPC1P13,1685
ABCD1P3,605
FAM153DP,517
ABHD17AP7,595
IGHV2OR16-5,358
BCAP31P2,399
IGHV3OR16-15,414
IGHV3OR16-6,360
LOC100419016,802
IGHV1OR16-2,349
IGHV3OR16-10,350
IGHV1OR16-4,205
IGHV3OR16-8,349
LOC107987232,208
RN7SKP142,328
COX6CP1,215
TNFRSF17,1015
UBL5P4,236
RPS23P6,431
DNAH3,15023
TIPINP2,895
NPIPB11,7124
RPS3AP2,754
PTX4,1688
FAHD1,3009
PRSS41,1192
TP53TG3D,2361
PRSS53,5489
PABPN1L,1314
TP53TG3,2437
CPHXL2,1240
NQO1,2971
RNA5SP428,132
BEAN1,7681
BOLA2-SMG1P6,3417
LOC101928708,1447
NR3C1P1,517
LOC100421173,1869
RN7SL557P,286
HNRNPA1L3,1924
PKD1,18534
PKD1-AS1,691
MIR6511B1,85
MIR4516,86
MIR3180-5,153
SNORD60,83
CASKIN1,5969
BRICD5,1038
PGP,3164
DNASE1L2,2194
ECI1-AS1,788
RNPS1,8567
MIR3677,60
MIR940,94
MIR4717,72
LINC00235,2253
MIR5587,53
MIR3176,90
RBFOX1,15744
LOC100506281,1441
MT1JP,1028
MT1IP,614
SMG1P4,4131
ABCA3P1,637
PLA2G10CP,351
SNX29P2,875
PDXDC2P,1396
FRG2KP,2051
PDPK2P,1191
URAHP,2842
TUBB8P7,1332
HERC2P4,3957
RRN3P3,3366
OTOAP1,3500
PDPR2P,11258
ABCC6P2,4227
LOC388248,1668
HERC2P5,3825
SLC6A10P,3846
HERC2P8,3705
SMG1P5,5507
TMEM231P1,637
SMG1P1,4223
RRN3P1,10464
SMG1P3,4262
MT1DP,150
MPHOSPH10P1,6707
MT1L,186
SMG1P7,3310
MAZ,3512
LINC00921,4052
MIR140,100
NPIPB14P,987
TP53TG3F,1968
LOC647208,151
CHEK2P6,509
BMS1P8,1178
ENPP7P13,259
IGHV3OR16-12,353
LOC342443,1990
IGHV3OR16-13,353
IGHV3OR16-11,349
ARHGAP23P1,1937
IGHV3OR16-7,360
IGHV3OR16-16,343
ABHD17AP9,548
TP53TG3C,2336
LOC100133137,604
PLA2G10IP,267
NPIPA8,1629
PKD1P4,6405
MIR6511A4,67
PKD1P5,10291
MIR6770-3,60
MIR3180-3,94
MIR3670-3,65
MIR3179-3,84
MIR3670-4,65
MIR3179-4,84
ABCC6P1,6014
MIR3670-1,65
MIR3180-1,94
PKD1P3,6919
MIR6511A1,67
MIR6770-1,60
KIAA2013P1,1902
MIR1972-1,77
NTAN1,3539
NPIPP1,1071
MIR6511B2,71
MIR3180-4,153
PRSS30P,3196
NPW,928
NPIPB9,2180
MIR4718,51
LOC124900378,124
RPL35AP34,324
SHISA9,10180
WWOX,17115
ANKRD26P1,966
RNU6-845P,103
LOC100421259,733
RAB43P1,589
C16orf87,7216
CKBP1,1086
RBM22P12,1255
CLUHP3,8327
VN1R67P,913
RPL23AP86,541
SETD1A,6986
BRD7,8597
SNRNP25,2242
WFIKKN1,4879
MSLNL,2314
SRRM2,12968
ZNF213,6442
TRIM72,8402
MTND4LP25,163
CBLN1,2601
DYNC1LI2-DT,2894
TERB1,3431
CA7,1827
CIBAR2,1862
HYDIN,28702
CACNA1H,14162
TPSG1,1554
TPSD1,1583
PRSS29P,2389
TPSP1,819
TPSP2,940
CEROX1,7545
SOX8,5536
APOOP5,566
PPIAP48,490
RPS27AP16,470
RPL23AP5,471
LOC100134368,2291
LOC100288763,867
RPS2P45,847
LOC100505915,2598
CASP16P,1412
ABCA17P,6178
MFSD13B,1284
CENPBD1P,2760
CDIPTOSP,1038
FBXL9P,3519
AFG3L1P,10202
ZNF598,4699
UBE2FP2,462
RPS15AP34,387
PKD1P6,5097
GREP1,7927
LOC128462377,42
MEIOB,2303
NQO1-AS1,575
PDXDC2P-NPIPB14P,7308
NPIPA9,3030
CENPN-AS1,3393
PKD1L2,18637
LOC107987423,1704
CES5A,3207
TEDC2-AS1,3264
ITGAL-AS1,577
TP53TG3E,1970
TP53TG3B,2182
VN1R68P,719
VN1R69P,562
UBE2MP1,550
SLC25A1P4,778
RARRES2P5,466
FGFR3P5,886
AGGF1P8,1000
RARRES2P9,469
AGGF1P9,913
C2orf69P4,541
FRG2GP,615
AGGF1P4,801
RARRES2P7,469
C2orf69P3,1120
ZNF971P,1249
FRG2DP,323
RARRES2P10,460
AGGF1P6,976
C2orf69P2,1123
TP53TG3HP,346
RARRES2P8,367
AGGF1P7,913
C2orf69P1,1093
C1QL1P1,661
KIF18BP1,2264
RNA5SP406,112
RNA5SP407,110
RNA5SP408,100
RNA5SP409,109
LINC02167,1989
RNA5SP410,106
RNA5SP411,114
RNA5SP412,123
RNA5SP413,109
RNA5SP414,136
RNA5SP415,115
RNA5SP416,111
RNA5SP417,108
RNA5SP418,117
RNA5SP419,135
RNA5SP420,137
RNA5SP421,134
RNA5SP422,111
RNA5SP423,109
HMGN2P41,412
VN1R70P,847
UBA52P8,384
MOCS1P1,1612
RPS2P44,846
KLF8P1,1061
RNU6-257P,98
NKD1-AS1,2469
UNGP1,1261
LOC107984901,1243
CASC22,2516
IRX3,2935
MTND5P34,325
RN7SL841P,297
RPL31P56,368
ERVK13-1,16040
LOC100128770,3061
CLEC19A,3411
RNU4-46P,138
SULT1A1,3528
CEDORA,6608
RN7SL381P,298
CLMB,2181
ZNF778-DT,2494
LOC105371414,1872
VPS9D1-AS1,1753
ANKRD11,19538
PALB2-AS1,627
GRIN2A,19072
DYNLRB2-AS1,9636
LOC101927131,2279
LINC02191,1859
HEATR3-AS1,1085
LCMT1P1,1476
LOC112268176,2816
HSD17B2-AS1,1171
SNHG19,1219
LINC02140,2560
STUB1-DT,1508
ITFG1-AS2,1361
PSMD7-DT,9087
ITFG1-AS1,1081
LINC02137,2877
LINC01566,4122
LINC02195,821
LINC02132,809
DDX19A-DT,1884
LOC105371240,7943
LOC124903737,1776
LINC02124,1234
SYNAGE,27804
LINC02131,443
LOC105371243,1258
LOC652276,3837
LOC124903627,1195
ZNF747-DT,2824
LOC124903677,752
GSE1-AS1,2212
MAPK8IP3-AS1,952
LOC102723323,8434
LOC105371200,6938
LOC105371198,1027
CDH13-AS1,1538
LOC101928417,2439
LOC100287036,2041
LOC102723692,3414
LINC02189,1025
LINC02858,1491
LOC105371376,1898
ZCCHC14-DT,4170
LINC02194,1111
LOC112268165,1011
LCMT1-AS2,8016
LINC02129,1455
FENDRR,6995
LINC02192,1982
LINC02138,1700
CYLD-AS2,1581
CYLD-AS1,5184
LOC124903670,2484
LOC124903708,748
NUP93-DT,2885
LOC124903646,1666
MIR3677HG,2559
LOC124903750,1677
C16orf46-AS1,515
LOHAN2,8256
LINC00922,2533
LOC124903780,3635
RUSF1-DT,1117
LOC105371116,651
LINC01572,20654
MAFTRR,9870
LINC01229,10562
LINC01228,975
LOC101928230,2927
CES1P1,3999
LOC105371389,528
LINC02182,10240
LINC02181,4442
LOC105371401,2966
LINC02175,5901
LOC105371102,1460
LINC02134,1737
LCMT1-AS1,3377
LOC124903749,791
LOC105371143,7726
LOC105371382,2435
COQ7-DT,3166
LOC105371079,925
LOC124907846,3322
LOC105371354,1413
GLIS2-AS1,1359
SSTR5-AS1,4080
LINC02178,2083
LINC02168,408
LOC101927605,4219
LOC124903660,298
LOC105371279,3646
TXNDC11-AS1,3258
LINC02176,1395
LOC101928682,2466
LINC02130,934
LOC112268173,1779
IQCK-AS1,2512
LOC101928557,462
FBXL19-AS1,3961
LOC388282,2178
SNX29-AS2,804
LOC105371256,13763
CDH8-AS1,853
DNAJA2-DT,889
LINC02169,854
UNKL-AS1,871
LINC02188,6921
LOC105371392,2275
LOC107984851,6815
FLYWCH1-AS1,1212
TMC5-AS1,1261
LOC105371309,804
LINC01081,2948
LINC01082,3637
ARLNC1,7000
LINC02133,3021
FOXC2-AS1,2310
LOC105376778,797
SMG1-DT,1601
LOC105371296,1315
LOC124903706,1354
LOC105371090,986
PYCARD-AS1,1715
LINC02127,1912
C16orf95-DT,736
LOC124903617,790
LOC100128079,5574
LINC02165,3564
LINC02185,7873
MIR762HG,2206
LINC02128,7409
LINC00919,6308
LINC02180,3124
ZKSCAN2-DT,3441
LINC00920,2234
LOC124903658,2411
ATP2A1-AS1,2013
LINC00917,6876
LOC101929031,3011
LINC02183,2146
GNAO1-DT,13819
CASC16,4136
LINC03064,3452
MPHOSPH6-DT,2447
LINC01571,3865
LINC02139,3235
LOC105371094,1331
MIR193BHG,7155
LOC124903668,996
NSMCE1-DT,4180
LOC105371154,927
LINC02193,20155
LOC124903667,1081
LOC101929566,1877
SGF29P1,1948
LOC107984881,629
NQO1-DT,3457
SNAI3-AS1,8479
LOC124903770,5288
SRRM2-AS1,7852
LOC124903669,569
LOC101927536,1743
LOC105371362,998
LOC124903731,326
CMIP,13062
LOC101927863,1646
LINC02166,1352
CDR2-DT,1455
SLC68A2P,831
NPIPB5,12780
LOC112268175,550
LOC105371399,2054
LOC124900372,8787
ZNF213-AS1,16004
LOC124903629,3077
PKD1P6-NPIPP1,9418
LOC105371096,993
LOC105371097,807
YPEL3-DT,2794
CORO1A-AS1,811
SGF29P2,2950
CD2BP2-DT,2992
LOC101928215,2724
LOC101928188,6565
LOC102723708,772
RRN3P2,38200
C4orf46P1,339
BCAP31P1,385
HMGN2P3,273
RPL18P13,569
SNX29P1,1007
VPS51P1,352
DPPA2P4,878
GAPDHP35,976
PLA2G10DP,361
PLA2G10KP,255
SMG1P6,2930
PLA2G10HP,259
CA5AP1,576
PLA2G10JP,258
YBX3P1,1090
PKD1P1,6805
PKD1P2,9932
NCOA5LP,979
CES1P2,1242
ATP5F1AP3,1507
PLA2G10BP,355
LOC646828,576
SLC9B1P5,1342
SCML2P2,540
NPIPB10P,1354
CHEK2P7,242
TP53TG3GP,334
FRG2JP,832
RARRES2P6,442
FRG2HP,832
FRG2IP,781
AGGF1P5,919
LINC02125,4654
ZFHX3-AS1,19796
RNU7-90P,62
KRT18P18,1279
RNU7-71P,60
LINC02126,2758
CARHSP1-DT,593
USP7-AS1,1019
LOC124903702,1816
ATP6V0D1-DT,5269
LOC100505942,5169
UBE2I-AS1,5335
LOC105371272,7424
LOC101927480,28358
LINC02177,18082
ADAD2-AS1,2870
RNA5SP433,114
ATP2C2-AS1,2998
COTL1,6761
SRCAP-AS1,2018
DYNLRB2,1477
LINC01227,3099
SLC7A5-AS1,1039
SLC7A5,4771
MIR6775,69
MSRB1,2011
SNHG9,988
CCNYL1B,3601
IGHV3OR16-17,349
LOC105371062,1417
LINC01569,5588
DDX11L10,571
WASH4P,1246
MIR6859-4,68
WASIR2,1312
IL9RP3,1674
DNASE1,11249
SLX4,10096
LOC105371129,1747
SDR42E2,4504
TRIDDENT,2749
LOC105376751,562
LOC124903675,1050
MVP-DT,4822
KCTD13-DT,1762
LOC102723786,1684
LINC02136,1349
LOC105371335,555
TAT-AS1,2466
LOC124903712,805
PMFBP1,5591
LOC100129215,2611
GNG13,1131
C16orf96,4017
SUB1P3,315
RN7SL850P,291
MIR6769A,73
SEPTIN12,2040
LOC107984888,2513
LOC105371123,944
ABCA15P,556
LINC02184,794
CCNYL3,1023
CLUHP11,1026
NAMPTP3,224
VPS35P1,1518
LITAFD,1322
CDH13-AS2,5512
MBTPS1,10972
MBTPS1-DT,1424
BCAR4,3184
RSL1D1-DT,4205
NPIPB2,3799
LOC105371083,1230
ZNF263,8548
LINC02190,2285
VN1R3,919
MLYCD,16819
ANTKMT,1912
ZNF267,6303
HSD11B2,2670
ENKD1,2665
SOCS1,7256
ZNF319,5030
OSGIN1,7590
MT1M,608
GDE1,4390
ZNF500,7041
CLEC18C,4926
PRRT2,3755
NOXO1,3541
KATNIP,9786
UMOD,6774
SLC6A2,8073
SLC5A2,4468
HBA2,827
ASPHD1,2312
MT1H,723
CTU2,3562
CDH11,13275
CHP2,2415
ZNF48,3726
NLRC3,6689
TMEM186,2093
GNAO1,14680
SYNGR3,3395
IGSF6,3470
MOSMO,6348
PRSS22,2718
RRN3,4150
UBALD1,3602
HBA1,835
APOBR,3832
SCNN1G,3645
UNKL,7554
DPEP3,1743
CACNG3,1966
VWA3A,5047
VKORC1,2196
GCSH,3651
ACSM2B,8438
POLR2C,3666
TFAP4,7867
GAN,15774
GINS3,5108
NDUFAB1,1586
TSNAXIP1,3852
B3GNT9,2855
ERN2,4787
CES3,4928
C1QTNF8,5333
ARHGAP17,9903
ACSM1,2875
FA2H,3285
GP2,5395
TMEM204,1954
CLEC18B,2714
SNX20,6181
HSD17B2,9649
BCO1,2886
SNX29,11407
HPR,1924
MT1X,1729
CDH5,6066
NFATC2IP,5733
TAT,5622
USB1,8773
ZNF629,6194
PAQR4,2970
ADGRG5,5836
IGFALS,2409
ZNF688,2875
SLC12A3,6573
CPPED1,6399
CORO7,8880
GGA2,9560
ZG16B,5310
YPEL3,3181
TMED6,1386
CA5A,2438
TXNDC11,4442
ACSM5,4287
ABAT,9926
ACSM2A,8926
SALL1,6568
DCTN5,12768
ERI2,6761
PAM16,2356
HAS3,7741
TOX3,6784
TAOK2,9289
GSE1,13387
APRT,1915
MARF1,11178
TERF2IP,4465
POLR3K,1919
PRR35,3886
ZNF646,9794
MCRIP2,5019
CDH3,6422
THOC6,3021
CFDP1,3409
ARL6IP1,3618
MT1F,1947
AMDHD2,4383
TUFM,2481
PRSS27,6535
STX1B,5240
IST1,9315
CCNF,6309
TNFRSF12A,1803
HAPSTR1,15908
METTL9,6951
FTO,21379
NPIPB7,3245
GINS2,3284
CDYL2,8825
ELOB,5715
NOB1,2117
NME4,3665
TMEM170A,5572
TMEM231,7074
ADAD2,4124
ZNF205,2748
TVP23A,5930
KDM8,9018
PLK1,4760
TRAP1,5222
CLEC16A,12548
KREMEN2,2595
ZNF778,11354
ZNF689,4162
NUDT16L1,2202
TXNL4B,4454
GLYR1,5502
SLX1B,2434
BOLA2,1065
CCP110,11313
FBXL16,4008
NDUFB10,1116
RAB26,2488
GLIS2,4734
CHST4,5996
MT1A,479
TLE7,1930
SPATA2L,2725
PYDC1,664
MMP25,4748
MC1R,4763
SLC9A5,5816
NPIPB13,9726
SLC7A6OS,5368
MT1G,755
GFOD2,8980
TEDC2,2848
CDT1,2781
ESRP2,5298
ATP6V0C,1486
DBNDD1,4493
SGF29,2554
NUDT7,1645
CDH1,6079
ZFP1,4679
TBX6,3208
C16orf95,3670
SRCAP,14014
UBN1,8592
MT2A,914
TMC7,5638
CRAMP1,8673
NAA60,8940
JPT2,5347
MRTFB,17060
CFAP20,2372
AHSP,671
MRPL28,4224
WDR24,3689
NME3,1416
XYLT1,11083
NECAB2,2908
CDIPT,3003
PKMYT1,5656
TLCD3B,4933
INO80E,5712
CRYM,3693
CHTF18,5916
KIF22,7202
WDR90,10905
METRN,3713
SMIM22,2081
ZNF747,3936
COQ7,4105
PSMD7,2706
NUDT21,5966
NIP7,4744
RBBP6,10475
NPIPB12,6720
OR1F1,2962
CNOT1,10851
MGRN1,10207
RFWD3,6616
SETD6,7739
TRAPPC2L,4466
PIEZO1,11323
PLLP,8738
NMRAL1,3614
SIAH1,7417
MRPS34,1109
CLDN6,2425
SHCBP1,6175
SMG1,25165
VPS35,9759
CPNE2,7987
SDR42E1,17087
LITAF,6561
COG7,4518
CCL22,3143
RPS15A,7570
GLG1,14114
CDK10,6819
AQP8,1400
PDP2,8248
ZNF75A,8063
RAB11FIP3,6662
PSME3IP1,14482
CRISPLD2,8289
SLX1A,2481
TSC2,21149
NPIPA7,3455
UBFD1,8265
EEF2K,8751
RANBP10,6443
ORC6,4558
BCAR1,9310
SH2B1,7145
ANKS3,7894
NUBP2,4989
PRSS21,2011
ITFG1,7960
FLYWCH2,7566
CD2BP2,3893
ITGAM,5799
RHBDL1,1891
PHLPP2,14652
COX6A2,473
WFDC1,8818
QPRT,3862
TCF25,8167
MATCAP1,4971
CYB5B,10080
NOL3,5641
RHBDF1,8303
IL21R,5631
FLYWCH1,9187
IL4R,10972
ADCY9,10783
GTF3C1,11627
IRX6,3263
RPGRIP1L,14211
CDIP1,7671
ADGRG3,3381
MLST8,4360
RSL1D1,6195
HAGH,8178
GSPT1,8106
SEC14L5,6608
ST3GAL2,11308
CIAO3,8116
USP10,5269
ABCC6,7214
CHD9NB,3593
ATMIN,6289
PGAP6,4654
SLC38A8,2139
ZNF200,7620
RNF40,6425
DPEP1,3534
C16orf89,2067
CCDC78,4148
GNPTG,5868
BCL7C,3787
PLCG2,22090
WWP2,11957
LPCAT2,7460
PSMB10,1626
DCUN1D3,7169
RPUSD1,2778
ARMC5,5734
IL32,4534
HEATR3,8295
UBE2I,16614
HIRIP3,3612
TPPP3,3711
NAGPA,5583
ZNF19,9982
CES4A,5037
HCFC1R1,1428
FUS,12372
SEZ6L2,4131
BOLA2B,1369
MVP,6571
CORO1A,5314
ZNF23,7790
TMC5,6518
CHMP1A,7228
VPS4A,6895
MYL11,1836
TNRC6A,12968
LCMT1,2604
DRC7,5205
LUC7L,6184
RBL2,8132
DECR2,4046
AKTIP,7893
KLHL36,12218
AP1G1,11392
HSD3B7,2723
SF3B3,13022
MTHFSD,6861
PRMT7,13926
KIFC3,13031
BCKDK,3965
FANCA,12316
ATXN2L,6544
STX4,4078
ZNF276,7716
CIAPIN1,4389
HSDL1,5602
PPL,7825
DDX19A,8487
ATF7IP2,6412
EXOC3L1,3167
PRR14,3876
GSG1L,5467
HERPUD1,5632
DDX19B,4470
CDH16,4933
NOD2,8114
PDPR,11288
GALNS,8403
RAB40C,4971
AARS1,10494
VAC14,8399
UQCRC2,7200
NAE1,4841
IQCK,4993
C16orf46,4333
VASN,3077
ZNF764,2989
CSNK2A2,10464
GPT2,7980
MPHOSPH6,2222
TANGO6,8588
IL34,5993
PLEKHG4,7328
USP31,12199
KNOP1,7942
LDHD,2375
ZG16,4730
FOXL1,5045
CETP,3808
CFAP263,5927
CPNE7,3153
PARD6A,1687
GOT2,3882
CARHSP1,10808
ZDHHC7,5755
PPP4C,2759
SMPD3,8743
PRSS36,3681
BFAR,4630
IRF8,9374
HP,5592
ITGAL,9864
TPSB2,2776
PRSS33,2195
KATNB1,6285
TBC1D10B,6964
ATXN1L,11405
KCTD5,3398
REXO5,4455
MEFV,7513
ATP6V0D1,8172
NPRL3,8477
WDR59,9620
NPIPA2,2125
TRAF7,5535
RNF166,4397
E4F1,6538
EEF2KMT,3249
BAIAP3,7178
MT3,1679
METTL26,1873
NPIPB4,8558
TSR3,1213
RRAD,2519
SULT1A4,3957
E2F4,3747
ACD,3218
SLC38A7,8773
ECI1,3257
ZNF771,6164
NFAT5,20275
AMFR,5768
METTL22,8255
CFAP119,2592
ATP2C2,9154
BICDL2,4913
PDXDC1,10815
PDPK1,11058
AXIN1,7559
LYRM1,12563
SNTB2,9862
CMC2,13044
CDH8,13613
TMEM219,3984
CENPN,5723
ZNF821,3978
ZNF843,5141
RHOT2,5160
ITGAX,7076
CNTNAP4,8001
DHODH,6921
CBFB,4652
PHKG2,7508
KARS1,4989
ABCC1,8924
CALB2,1839
XPO6,7154
ZNF174,2890
TRADD,5217
COG4,5543
HSBP1,10985
NLRC5,13093
FBXL8,3401
ZNRF1,8840
VPS35L,10004
NOMO1,5794
CCDC102A,3313
NPIPA6,8602
PARN,14260
UTP4,7638
NHERF2,3565
MVD,4724
PLA2G15,4527
NUBP1,1957
